"id","author","year","title","category","stock","price","rating"
"SkVDfbkMt7rhzAKjgmvz","David Winters",1925,"Something half","non-fiction",6,236.0,2
"V0N7jglkvPFWCIvZxbII","Steven Sanchez",1914,"Walk become prove","stem",8,130.36,2
"PjkmJYUCcAWWUiALBV0b","Joseph Young",2010,"Owner firm front","non-fiction",16,28.49,3
"4N9tpeVZNqC0n2XhX3HE","Joseph Young",1952,"Why style","fiction",10,236.26,5
"Q0zNkkAXvvWr51yolofC","Vicki Simmons",2022,"Guy respond father","fiction",18,230.88,1
"aHDyNUHb6AujOtbHA0Gq","Leah Kerr",1939,"Simply item foreign","self-help",7,12.62,1
"cqb9aCfLHmI9dK7gVL8C","Veronica Williams",2007,"Unit church must","biography",12,190.71,5
"LPWRdm2UXtD3VcGrAbXx","Tracie David",1986,"Bit hard page","non-fiction",18,142.24,5
"URRQF4AfBZOx7GX4WxUJ","Elizabeth Mack",1924,"Sell decade car","stem",17,104.86,4
"fa9nDWBilgrjcAeMD5p6","Veronica Williams",1918,"Treat against guess","biography",13,282.12,3
"xViHb13q7gYmLrukhLDi","Brian Combs",2017,"Break friend my","fiction",7,163.75,3
"Z6wc5b7YkDEl4JdpOCTf","Abigail Green",2016,"Toward recently","biography",8,52.68,1
"y01oKG7KuoljS6Qctld4","Tracie David",1932,"Listen hospital","self-help",5,243.26,1
"UxoDsuCgbiLSzqGQ5Fg6","Tracie David",1943,"Forward light early","non-fiction",11,285.86,4
"toHvQFIoCehRA3OsStWn","Brian Myers",1908,"World lead","fiction",4,119.07,4
"LBd85U0BGNxGQYzLFasd","Joseph Young",1931,"Young well little","self-help",12,292.26,4
"RseKQEiijYSoUREKjqB4","Tammy Leach",1933,"Discover far","self-help",8,17.94,5
"Yy3hrwjw5LWppoSkIOa1","Derek Wilson",2024,"Pattern reach","self-help",9,52.89,4
"mA422MjvvfU00gGWggV5","Leah Kerr",1911,"Check church","non-fiction",2,83.98,3
"qC7auEINZSrx00X5ox0n","Joseph Young",1934,"Fine clearly pretty","non-fiction",13,136.31,5
"XFmDqN0ntnOc4O0d1qHF","Tammy Leach",1937,"Community source us","stem",8,298.68,5
"qfekEvnOseMZd2MyMgyx","Brian Combs",1975,"Way far again","non-fiction",9,125.29,3
"Dsf15uf6l08DN2bKqowe","Abigail Green",1931,"Yourself over","biography",12,259.67,1
"LhPyzy9uaTyfqv7Uwx4R","Tammy Leach",1964,"Book herself new","non-fiction",7,127.54,2
"GLFNStVSJ0XBKEwSS4cg","David Winters",1939,"Follow good carry","fiction",4,259.09,2
"zQZry7eOWvzu0eU6mYA8","Steven Sanchez",1925,"Accept ever past PM","self-help",14,148.84,1
"cDRb1gDcKUus90y99fHZ","Joseph Young",2019,"Head boy never long","biography",15,127.82,1
"dDOonQMKdRvEf97DNrXS","Veronica Williams",1926,"Actually their my","biography",7,105.57,2
"T32uDv36bYnxFVORMpWX","Ray Torres",1914,"Sure small future","stem",11,163.69,3
"ZJIgdJQ5uZHYKovDpbnN","Tammy Leach",1948,"Form cover Mr among","fiction",15,142.42,2
"7Slt4ektbSvA15f1GvWs","Vicki Simmons",1985,"Example practice","fiction",11,41.06,1
"1LQAvnYcTXl9Y8MdKxdm","Zachary Jacobson",1978,"Top what person","biography",12,63.89,5
"QjVxVnWflv9JIPV2JU1g","David Winters",1916,"Traditional morning","fiction",11,228.15,4
"LKdFPjPcoar3znSfbwqu","Abigail Green",1974,"Despite suffer upon","biography",6,230.18,2
"Wr2GH7sF3ZKLFtFwkiUr","Carolyn Wade",1910,"Natural six soldier","fiction",17,12.8,4
"hK7FeaXKMOr7YP1VpVJH","Robert Herrera",2015,"Project realize ask","biography",9,287.52,1
"FjHQ8KlgQLNJzi23UgEx","Jonathan Vaughan",2005,"Will including","stem",20,95.76,3
"qLlB6qJu3Hfk0404yK48","Tammy Leach",1973,"Arrive majority","self-help",2,124.36,5
"X4PXb2y4nTv89eay6mKV","Robert Herrera",1900,"With walk must risk","fiction",12,151.58,5
"6vXBNWxqZvL6sHy0cXG4","Robert Herrera",1928,"Man TV","self-help",6,11.18,1
"AI62ebG5DRlhVIALWfKb","Brian Myers",1948,"Reveal worker very","non-fiction",1,264.45,1
"25JDzXIM8JIHEaDcVHmG","Derek Wilson",1956,"Fish response fast","biography",20,299.56,5
"gqsnHfqOMxlddjWO0HkK","Elizabeth Mack",1933,"Safe care edge","non-fiction",10,157.3,4
"McHjpodDZHhZipy67ePI","Steven Sanchez",1902,"Worker outside","self-help",9,193.72,3
"ywRJYHI4rIKblSHlG4Nh","Brian Myers",1987,"Dog order bit home","non-fiction",16,118.93,5
"DdH0kVCrXwrjHVLu992R","Jeremy Murphy",1927,"However three they","self-help",1,28.75,4
"I6aQZrCrJjxpYw95tZkW","Carolyn Wade",1950,"How letter approach","non-fiction",17,237.94,3
"PgG2qfrNa0OUTngmfTuD","Tracie David",2022,"Attorney for allow","biography",19,38.11,5
"REcFteBg5b6RvfncErkr","Robert Herrera",1950,"Form particularly","self-help",14,62.83,4
"HKdWV0bYRQAMrq42ajeI","Abigail Green",1902,"Gas agency size car","non-fiction",19,231.34,1
"V3nB8CVxtZZMswouYSWG","Zachary Jacobson",1978,"Water reflect","non-fiction",13,189.27,3
"FDb4Bu0GW54QrkhkXmnu","Leah Kerr",1908,"Serve for sign","non-fiction",12,150.5,1
"v7NSrVQiiBbauFQW78H8","Tracie David",1995,"Quite about teach","stem",15,97.96,3
"8PPzw4Yqh8ekzj2p7NL4","Carolyn Wade",2015,"Key office consider","biography",15,295.93,5
"b5ekmpbC1uTOCPSGYC9X","Steven Sanchez",1951,"Instead popular","self-help",14,167.66,2
"7euRtYYmH3PVAp8QalbO","Steven Sanchez",2021,"Employee rise","fiction",11,77.73,3
"Rv8BazAh1rQbXfa6a7jl","Jeremy Murphy",1953,"Actually big step","biography",10,89.21,1
"kQvZNBqPl6SF685sPdGz","Steven Sanchez",1927,"Without from","non-fiction",5,189.53,5
"Pi4PREW8ukDjoRVHCsfA","Tammy Leach",1915,"Key the that mind","biography",5,159.96,1
"lIlOI3W36Vm9bqu9Pztb","Robert Herrera",1941,"Baby environmental","self-help",0,299.54,5
"8kZU8FLcsrVdQI0zuTvy","Ray Torres",1978,"During personal","non-fiction",3,47.96,3
"vik1IpwjdDFICiaeWiMl","Tammy Leach",1933,"First number garden","self-help",8,138.14,2
"1F9SkcO086va1SRGm3Ei","Robert Herrera",1925,"Civil rest hear son","biography",14,86.48,1
"V1gewo1WIRwaNbXohrat","Zachary Jacobson",1980,"Sort raise compare","fiction",3,170.14,5
"khoAEh1eHlzYDTFsyYRM","Elizabeth Mack",2000,"Several stuff piece","fiction",15,205.64,4
"auJotDrUyAxoKjUvU2mk","Veronica Williams",1953,"Across everything","non-fiction",2,262.1,5
"0eiKW2EExWJTK8vxmBLK","Elizabeth Mack",1904,"Thought sport","biography",8,160.92,1
"tWRsZtHLh8Yg6voizk5E","Elizabeth Mack",2007,"Page behavior","self-help",2,50.8,2
"yTAJf6eSVqBvANG7pQ7W","Joseph Young",1957,"Source watch say","fiction",8,73.72,3
"MP2HxmU5ncODkoP30ysR","Steven Sanchez",1919,"Discuss store","non-fiction",5,96.68,4
"hdSxq7QnTQw5Qlzd6VPl","Elizabeth Mack",1900,"Himself do hope","self-help",19,267.97,2
"QAsP3kSjPW1LXL4trARL","Vicki Simmons",2023,"Five design with","self-help",19,57.63,4
"gh5fpeoHGSd6fiDO3zT8","Elizabeth Mack",1935,"Word require","fiction",4,246.03,5
"g6Y21lsZQHmdLwZFmEmL","Abigail Green",2019,"Pretty thousand","self-help",14,32.12,2
"2LYKfTuVRXKzuUdtsZFH","Abigail Green",2010,"Modern measure long","stem",4,25.63,5
"xmPmhGIqm9mGJyzuGKvH","Brian Combs",1939,"Second executive","fiction",20,290.02,5
"ENIfeIWcqtXiUzufbsFB","Jeremy Murphy",1919,"Prepare leg size","self-help",2,137.74,3
"UjkwuUHGB3uhYiRTjTfh","Steven Sanchez",1905,"Real each where","self-help",15,226.53,5
"3IvQhSvc6S08SNPg8VDL","Tammy Leach",1919,"Relationship it","self-help",16,273.74,3
"WxADqurdTxOqMRXdUg0K","Carolyn Wade",1968,"Week reason ready","fiction",3,176.67,4
"41QVwi1Zgsni889ptuIH","Steven Sanchez",1992,"Human the should","biography",14,129.57,5
"zyqDAUbjaKGNHxW3cFkW","Brian Combs",1952,"Answer protect home","fiction",7,263.05,1
"mgIgnjhgz0AYovsX2CJV","David Winters",1923,"Will economy week","self-help",6,149.35,2
"bzaHzO1gyDDk3oZavYm5","Veronica Williams",1907,"Reduce position","biography",7,24.97,1
"a3i6qBoE9U4S5ammA3nH","Brian Myers",2004,"Must quality rich","fiction",0,286.79,2
"3J7EvjorqSU0BMRAllAy","Vicki Simmons",1981,"Model east field","fiction",16,118.46,3
"hNSxxfdyZHf2Pxfcvtv7","Elizabeth Mack",1996,"Water any toward","biography",6,97.64,1
"VSRuN5XtQANB932i1YCJ","Carolyn Wade",1998,"Billion himself ten","stem",18,132.0,2
"rkLRbPeOP56HYyL19HtD","Brian Myers",1962,"Challenge tax","stem",1,87.98,1
"yeBjIkeb3lnbEblW74YA","Vicki Simmons",1998,"Piece lose itself","self-help",15,118.91,3
"PykZrdA5DBbeeVyhDbnL","Brian Combs",1941,"Doctor letter","non-fiction",6,43.77,4
"X6XRMw0kbWSAxwEG3xhT","Brian Combs",1916,"Court draw as act","biography",5,84.43,4
"lR7Iy8qx1hRviY1AQ35G","David Winters",1922,"Gas security wife","stem",8,258.14,3
"y3rnsVB53WZkHzXMJCfm","Vicki Simmons",1935,"Practice expert","stem",20,176.5,5
"dSDG0LNXXIWdSo6aZyGX","Zachary Jacobson",1976,"Final many","stem",20,268.33,3
"tCmS9WNIuerrOTaV2YSM","Brian Myers",1954,"Prepare allow","stem",16,42.87,5
"SzhpEiBJUjXyL6Bro5JZ","Veronica Williams",1939,"Safe one magazine","self-help",3,264.86,4
"SQDb81lHcmfAv9Cmnwg5","Abigail Green",2015,"Hand situation","non-fiction",8,250.4,1
"guZCoocD6xg5A4ubeEdX","Ray Torres",1938,"Method real TV term","stem",0,134.11,2
"aEzJAgXS1Inw995gUnKX","Brian Myers",2006,"Tree campaign","fiction",12,50.59,4
"OPLKUCBryIIQT7kg8nV3","Vicki Simmons",1962,"Force option feel","biography",1,23.18,4
"13RElDgc9kNvkOdDJvBW","James Hodge",1959,"Upon cover manage","fiction",12,233.24,2
"xA1uZqHK9Z1TwN9CE065","Joseph Young",1969,"Leave need director","stem",3,142.15,5
"AMcpXHIlRal8dDuH41Fy","Elizabeth Mack",1964,"Defense fast","non-fiction",16,111.13,2
"38MeGkTBb3TpDJGjk9rg","Steven Sanchez",2016,"Discover dark only","self-help",2,119.27,1
"RNiInFRLwlzlU9pCkTX8","Carolyn Wade",1917,"Usually","biography",1,27.07,2
"f7vhtEG62hOLPFXZPvt1","Abigail Green",1906,"Learn a beyond","fiction",2,31.42,5
"eJthdCsq7ehsm55a2Pnt","Tammy Leach",2013,"Pull song speak","fiction",10,216.56,5
"wnK9MrDmLGpja4M40uzb","Tracie David",2003,"Through film school","non-fiction",15,141.67,5
"37xyORTPbglbvA5YiTB4","Ray Torres",1943,"Middle lawyer","stem",13,61.64,4
"rUStXZKNe9lNnXPfwze1","Derek Wilson",1933,"Believe final us","non-fiction",11,165.41,3
"89piWnjeI5C5aXrG0fEM","Tracie David",1998,"Mother medical","fiction",11,108.75,2
"4IKMJWoAcj9EgZDKHjP5","Tammy Leach",1990,"Forward ask green","self-help",10,178.23,4
"F6XvcgmUVvurqbiQYMer","Tammy Leach",1988,"Authority new ago","biography",14,173.57,2
"qkatOcmjpd7oiyosXg77","Derek Wilson",2009,"Class despite deep","fiction",20,36.33,5
"DoIUPJGUAPQ6Rp8sSP5h","Ray Torres",2009,"Discuss course put","biography",13,201.46,5
"BbscoAlhtJz2F5PdQpBR","Derek Wilson",1902,"Behavior level one","non-fiction",18,24.6,3
"1Oxd25QZvYfetwy6Gok6","Leah Kerr",1909,"Road there glass","stem",0,172.87,1
"LQp3KuPbWxJ2kgQg2Cke","Robert Herrera",1954,"Everybody popular","fiction",18,257.19,1
"EdLn1HmQVgvBfgnFnIJr","Vicki Simmons",1965,"Charge politics","fiction",15,92.18,4
"h4gTNN4taQof72yqAOtB","James Hodge",1962,"Hospital gas rich","stem",2,124.75,4
"9Qdh8v92IsMXgvdaiMYZ","Abigail Green",1914,"Until fill movie","non-fiction",13,108.89,2
"SAlCHnZwnhppfR5CGQdb","David Winters",1902,"Address president","non-fiction",7,148.44,3
"3CJF2ZFkClyulZlaU30A","Carolyn Wade",1960,"Particular term","self-help",15,235.76,1
"xlNCedxHyDHJHREpMUe9","James Hodge",1906,"Always among three","biography",5,118.0,2
"09yq3LJsTRviGYG9GUuK","Veronica Williams",1904,"Clearly these happy","fiction",9,131.65,1
"jo9oY0hmMJdhuJiEIIiM","Derek Wilson",1997,"Mission find","fiction",16,165.4,1
"TrTwYeivtBvty1eZL5Fg","Elizabeth Mack",2024,"Box political there","self-help",7,63.11,5
"mckSve5Qi7uxAwI13yi1","Tammy Leach",1979,"Decide medical","stem",4,184.55,1
"RynAiD2QRMfld4LZIZAj","Brian Myers",2001,"Degree institution","biography",11,172.72,5
"SB4R2cUdXYSrNu6g1625","Jeremy Murphy",1918,"Easy hard too where","stem",12,49.65,3
"J2fhKLItZ48amdrWryK4","David Winters",1979,"School study party","non-fiction",18,118.46,4
"X3Hibb2gyd3nufBMA0iQ","David Winters",1902,"Real huge mind","self-help",1,234.84,2
"WhLN1aPsLA4MkCisLyQk","Steven Sanchez",1911,"Beautiful color","self-help",15,169.5,1
"sIBBzgvip8gJdkziILyH","Tracie David",1951,"Various into","stem",15,163.75,1
"zxjpAV2xqukh464yNzi1","Jonathan Vaughan",2020,"Item already ahead","fiction",14,153.12,1
"FtM8rimh1dexN8td2oaV","Vicki Simmons",2004,"System need may","self-help",7,153.96,5
"6GPN6ZoEeZVnEasgObai","James Hodge",1986,"Help rock religious","self-help",10,208.69,3
"X7iyjMfbbOZu4pljx9wO","Joseph Young",1980,"Beautiful dinner","fiction",12,34.37,2
"5K5zunuPEWNhbs7EeQkV","Derek Wilson",1949,"Behind anyone","fiction",10,234.28,3
"sZ4tYriVrTtuFWEY2sO7","Steven Sanchez",1903,"Run issue approach","self-help",12,94.91,1
"VlKfvND5o9jJn4zPwuKU","Leah Kerr",1990,"Through dream like","self-help",5,219.6,2
"KaiXaHnXvnVb9t5XfQj4","Zachary Jacobson",1926,"Democratic wide","fiction",20,298.59,1
"Nkhd0i31mFwuC6oq8owq","Steven Sanchez",1954,"Effort middle","stem",6,43.07,4
"MpZ3HZO2SP3tP3Sp60mA","Leah Kerr",2023,"Behind top PM","non-fiction",0,178.81,1
"xD7pdDK6jeDeCkxkulzv","Robert Herrera",2007,"Statement people","stem",12,175.1,1
"RO0dNH9jQk6KelDf5Ool","Zachary Jacobson",1932,"Onto safe share","biography",12,81.01,3
"qlWkOBZqRyTXzLgb8pZX","Zachary Jacobson",1985,"Executive student","stem",3,167.89,1
"8g4YFbv3CoYvExgJYeiR","Ray Torres",1988,"Turn knowledge","stem",19,231.03,1
"yM49bhDsnReRCkTez8in","Joseph Young",2012,"Top major what","biography",9,298.46,5
"nwJrIDwjpzif3xvZrIyB","Abigail Green",1952,"Rather purpose","stem",19,248.14,3
"8XHAtyzmnLNsYb1p5Jc0","Joseph Young",2023,"Since movement","fiction",15,217.35,1
"pRW1EWlHitQQa4yY1c4T","James Hodge",1943,"State reality or","non-fiction",8,94.15,1
"ePZIQyJi7rdInqY7f2ge","Veronica Williams",1936,"Southern receive","self-help",1,97.79,5
"M20nZL5mhN3zCuKnMupy","Leah Kerr",1918,"Understand music","fiction",14,268.26,3
"kVlxdrMkQotUrmBmrr4A","Elizabeth Mack",1927,"Usually especially","non-fiction",19,45.11,1
"iIiFduvZ9PmizU671zFR","Jonathan Vaughan",1987,"Player tell","biography",20,239.46,3
"BVpLQqkUUO0BHLZD4tWU","Brian Combs",1924,"Pay wife apply road","non-fiction",20,167.76,3
"517UMGaqohl508IWOrKq","Derek Wilson",1938,"By Republican game","non-fiction",4,180.25,5
"XLpwZ4HRlq0Qm9SkBmNI","Robert Herrera",1988,"Continue former","fiction",13,210.5,5
"Y9QpZUWjSqXBQoG45Ykp","Ray Torres",1907,"Decade hair site","non-fiction",6,253.39,3
"erYiPPmxnsbanu69rLtr","Brian Combs",1994,"Power experience","biography",12,298.06,3
"SPgLzdNBRTeTG3wNMGj9","Leah Kerr",2010,"Consumer statement","self-help",17,62.75,5
"Kdykf5fdsmeYNqxS40aI","Robert Herrera",2013,"Look certain recent","non-fiction",19,60.6,2
"xZ1eBkpxnMe6nLrb5zJP","Leah Kerr",1914,"Itself present sort","fiction",18,127.59,1
"MWY1vlTaHBMVs0s9EsAC","Vicki Simmons",1933,"Start industry","fiction",8,217.22,4
"ErvWyrmjPSSdl4KIcFbD","Veronica Williams",1912,"Join recent send","fiction",10,118.11,5
"w9JI5hGgZOcy1yTHSN6i","Leah Kerr",2011,"Cell guess sit into","stem",0,236.12,1
"Dq4rKVJlkPR9Dp98HRcM","Elizabeth Mack",1913,"Should central","self-help",5,37.71,3
"bwMUZMqWXiUICsioF1D9","Joseph Young",1958,"Buy cost money cold","biography",20,144.67,5
"AGLu0IC2BA1Qhrx5fC74","Jeremy Murphy",2017,"Raise top no until","non-fiction",13,19.84,3
"xHkxjGwfUttthaYuo0pG","Ray Torres",1982,"Assume fall here","non-fiction",11,190.98,5
"WzSjsIdEygEI5CBHoo6B","Elizabeth Mack",1939,"Economy throw","fiction",13,298.83,5
"Qc7fyr6ZMZAr9KJXRfvG","Brian Combs",1936,"Like deal buy","stem",20,136.34,3
"ICl7D6TPewzdvEO1SAWc","Zachary Jacobson",1983,"Meeting star what","stem",10,75.38,4
"PMUuwlx8w9280LYOVGnx","Elizabeth Mack",1976,"Wrong expert","non-fiction",17,203.21,5
"bBO1641uKR5jOJH8bhNj","Jeremy Murphy",1910,"Movement cause","stem",16,241.5,1
"qFcSk7GwDc1BV7Juve5P","Veronica Williams",1939,"Ten can loss","non-fiction",5,110.52,4
"w2UhLfaLozp2hkKBW23l","Vicki Simmons",1992,"Be add town compare","self-help",15,184.91,4
"GyoEyLWAyr5w4jndVSni","Tracie David",1997,"Others language TV","non-fiction",15,122.89,4
"G8ohY50nG6zyqzR4eBXz","Ray Torres",1922,"Impact difficult","self-help",20,154.73,1
"eTVWSwaAUALdXXPrEgfe","Abigail Green",1959,"Read career same","self-help",11,59.96,5
"cLjwlq1MyscUQUp6PNuI","Jeremy Murphy",1974,"Bit herself provide","biography",15,48.77,5
"ijj2EAp3CrNgNsmifBNH","Veronica Williams",1997,"Hear part purpose","self-help",12,98.41,3
"XEmO1wgYiwbajSewmsPl","Carolyn Wade",1933,"Accept example may","self-help",17,95.85,5
"MmAaSncKm7zWUOSiwwm8","Elizabeth Mack",1943,"Full politics","non-fiction",11,216.1,1
"oOMQtOdwEHowcmv92bXW","Joseph Young",1994,"Way could industry","fiction",9,172.12,1
"2DTaJX8CWRqE5aAlvEKB","Elizabeth Mack",1984,"Father case couple","stem",7,245.19,5
"pMhbHdNoRySU952IXU8F","Ray Torres",1997,"Mean wind very","biography",18,204.94,2
"aXTBe2PUGoNFJD589cJ6","Elizabeth Mack",2003,"In past tell","biography",11,247.0,5
"577h4CLm55LB8cUT8Yic","Leah Kerr",1943,"Several list third","biography",16,275.04,3
"purnbMLxH9ujZaq0rrwp","Brian Myers",1903,"Protect Democrat","self-help",12,30.88,5
"xzqGsX8iNe6ViJu5S6Ds","Robert Herrera",2004,"Family history","non-fiction",8,231.04,2
"l5ilrnUCc1MM7ZKKEQJl","Derek Wilson",1976,"Live occur east","non-fiction",1,295.32,3
"fHGazBCmC5ALewRtz5Hn","Jonathan Vaughan",1983,"Partner man his","stem",0,138.01,2
"QAecXhjxiZbLRfXxDUFx","Steven Sanchez",1944,"Wind step center","non-fiction",16,299.6,3
"r6X5G1Ag2eeL6lsi4H8W","Tammy Leach",1923,"Cup painting out","non-fiction",16,128.74,2
"9M5Nux69xxZvHWFJnh7c","Brian Myers",1928,"Interesting nothing","self-help",0,11.55,5
"L66X47e6iwniiYem8mzG","Jeremy Murphy",2002,"Like well food","stem",8,53.25,5
"fT7zRBijZD1S9X3aB0AB","Veronica Williams",1910,"Hair social Mrs TV","fiction",20,97.22,3
"S5KGz2WWz6odEZkGN5q4","Tammy Leach",1914,"Student control","stem",19,250.37,5
"ZcQlpw7JpdI1aWV5m76j","Vicki Simmons",1927,"Face arm project","self-help",18,287.46,4
"vBJGBcrR2zZa4feeg7NT","Elizabeth Mack",1925,"Seem beautiful","non-fiction",18,92.58,4
"EVsHNTicMGwMZW6iQcIV","Zachary Jacobson",1976,"Rate system meeting","stem",17,74.96,1
"Iq7YiWXIYcBYpdZiiyPI","Zachary Jacobson",2015,"Market politics","biography",7,191.54,5
"z3qQlaBbOEQcLXTad2vX","Robert Herrera",1979,"Hotel write thing","non-fiction",16,17.45,3
"xTpMkfY7bc0yqJkzfHnY","Jeremy Murphy",2008,"Authority around","stem",2,36.6,1
"67txkAKsLyXYNLKiC6Zm","Carolyn Wade",2009,"Likely door size","non-fiction",2,236.09,5
"oVewGGShYkZ6zSYfZWcK","Vicki Simmons",1971,"Senior according","self-help",20,274.94,1
"hP3lihpUsMHDtLvlJd3T","Brian Myers",1963,"Those laugh social","self-help",15,213.45,3
"6CP2hMm00hjNEPqkN9Fr","Abigail Green",1966,"Determine oil","stem",1,125.08,5
"4zcjcPGz6DmmJOcrKMH7","Derek Wilson",1978,"Yeah next rather","fiction",0,188.08,4
"IGoBoHKoUVGLQN06ghRn","Leah Kerr",1947,"His tough forward","self-help",13,17.23,2
"0geXx10fQnnmxRpkCH95","Jonathan Vaughan",1985,"Stock most left","stem",14,147.96,4
"il2pPGe2aK9OEMk3ZxUA","Zachary Jacobson",1976,"Account cause open","non-fiction",6,87.28,5
"gQvxvO0Fy2FTTAOXfp3C","Steven Sanchez",1994,"Eight keep hospital","self-help",13,234.84,3
"60GAcPv2Ddhk147wMVnv","Elizabeth Mack",1992,"With upon material","self-help",1,284.31,4
"Ises3cGSKxXKWOR8LjwK","Jeremy Murphy",1970,"Modern now American","fiction",5,257.04,4
"ZYMfvzU4S1aaHbHHCUfM","David Winters",1914,"Myself mind to","self-help",7,290.74,2
"0mCu58X0W5jINpMbBmAj","Abigail Green",1907,"Customer car hold","self-help",7,106.47,4
"KWK1bo1FBwDW5mZM02Kl","Elizabeth Mack",1974,"Brother tend health","stem",18,173.83,1
"QFGMHp4haIbP6dnjV5LY","Jeremy Murphy",2016,"Before second","biography",17,116.55,4
"G4fvvLjcBxgPsJGgtW0p","Jonathan Vaughan",2018,"Standard impact nor","non-fiction",6,243.05,1
"PkjNBgXMpdMKoTVCivGW","Ray Torres",1959,"Support change","stem",4,220.59,3
"T8441uJlrjauvXHBAZ4s","David Winters",1997,"Protect rich teach","non-fiction",3,264.12,2
"TqrxVds2IKFpeCL1M4vo","Ray Torres",1999,"Couple year believe","self-help",14,259.49,4
"yoS847wPNCJQ7GDwraQl","Jonathan Vaughan",1949,"Easy contain","fiction",9,263.69,5
"2LWUm8kZ7rf5LCh5QSAE","Jonathan Vaughan",1972,"Interview such","stem",16,75.31,4
"MgBN6eUSh6OzkF0deoS5","Jonathan Vaughan",1987,"Little production","stem",16,238.53,1
"salNou7NFLnXbmFEjIsi","Abigail Green",1989,"Lay old life few","non-fiction",18,56.44,5
"LHh9xYMDMBNNXVMqgK06","Brian Combs",1982,"Republican magazine","non-fiction",14,70.47,5
"yPd6S9J4yDt0sz1GzUiW","Robert Herrera",2015,"Town eye suffer","fiction",0,241.55,5
"7WJB4BignyGnFAhKSLNp","Abigail Green",1945,"Vote doctor","self-help",2,12.23,1
"kT0oUvgseqLQVDg37y2p","Tammy Leach",1993,"Forget over thus","self-help",19,24.55,4
"YjCS16bN7nPf53qY0QXw","Brian Combs",1903,"Piece those concern","non-fiction",10,90.03,3
"MecxCGDrL1J5ampHW6E0","James Hodge",1970,"Certainly her cover","fiction",9,54.36,3
"tbULTjxH3U2SCaP7Vo16","James Hodge",2021,"Politics whatever","self-help",10,284.26,3
"TIbZlr6pWpDjcZiBzbbP","Brian Combs",2013,"Fund into begin","non-fiction",2,204.16,4
"kJbG0L9eV91guk721jaC","Steven Sanchez",1913,"Attorney control","stem",2,116.82,2
"MUb74I0XVj5IInhxPIc8","Veronica Williams",2013,"Only seek each","non-fiction",5,253.62,2
"D2mR26IfSemJFgTQFNns","Leah Kerr",1968,"Ahead but table","non-fiction",0,246.07,4
"TEvOO1l06nEbKi6y6nQa","Jonathan Vaughan",2000,"Me discover people","stem",10,114.66,3
"4MWIGLI9L9H2fDI4UmPV","Leah Kerr",1909,"Choose something","self-help",17,33.69,1
"0i73lZTvcQLuMUvuGlGB","Vicki Simmons",1908,"Reason ago measure","fiction",0,193.86,5
"IToDqxXv1BCGF33sfNjd","James Hodge",1930,"Real when a night","self-help",15,115.65,4
"VIq1JmpAhWKnzAO7znbS","Tammy Leach",1929,"Relationship but","fiction",13,101.76,5
"4Q0j8KDDPsoQeeTennzr","Derek Wilson",1921,"Even significant","biography",8,123.03,1
"8KJU4hYt1jPOiCqsqaMj","James Hodge",1905,"Behavior put center","self-help",17,151.11,3
"qiAZ5X0HY7D1M8nENpfG","Brian Combs",1925,"Suffer special","biography",10,281.76,5
"96oFU9rnrBLTJZJBVpdf","Abigail Green",1907,"Away approach","biography",2,195.52,4
"SnfoDb7ELtC3r1RYr89I","Jeremy Murphy",1976,"Measure north add","self-help",18,245.48,4
"hTbyNeOtM6YgmDk6AwuD","Steven Sanchez",1961,"Kid message herself","fiction",20,148.64,4
"A5o9sNwSmwhqO9gStdkd","David Winters",2003,"Why story able","stem",14,267.82,4
"BpTmuNjn5nCi7NFPDT1G","Zachary Jacobson",1968,"Plan building bill","non-fiction",10,173.07,4
"9czdeeEghVmLuOxZQHp1","Brian Myers",1999,"Song early million","biography",2,28.76,1
"06iidfSyWPAOjEyD6fUO","Abigail Green",1911,"Beautiful once","stem",1,261.7,2
"uOXMzQicKMkklRUNstqj","Jonathan Vaughan",1914,"Eat community keep","fiction",4,262.69,1
"FrZo3xmrELHOnvwZMYOv","Tammy Leach",1963,"Base than true","self-help",18,176.7,5
"Yk6yK1bhlaK2tS613GLi","Steven Sanchez",2017,"Day event campaign","biography",13,229.09,3
"SutwD04YgpPdMx0YBLYg","James Hodge",2000,"The month seat","non-fiction",8,86.41,3
"Tab886rb8twk0abu9itU","Brian Combs",2019,"Truth modern task","fiction",13,179.9,4
"eHp7xQj7QMHPQVfQVIV6","Ray Torres",1997,"Number chair will","fiction",8,192.26,4
"KBEuZdIiXYK0ZvlpCTeh","Abigail Green",1943,"High wonder","self-help",7,113.56,2
"UjxS9XEwEMaFyIDvGQGL","Steven Sanchez",2005,"During close","stem",3,152.02,3
"1REj1WhTcXxg0EogqIeH","Jonathan Vaughan",1954,"Receive office rule","non-fiction",3,146.25,4
"dqBfX2Fw9G1uCmWXOpnx","Jeremy Murphy",1920,"Give campaign","biography",12,217.73,1
"UaSXlNJinAhJjvRxM4DA","Robert Herrera",1933,"Everyone Mrs option","self-help",3,74.45,5
"vGHTq2jYSLdf60SZLBMn","Tammy Leach",1987,"Scene information","self-help",0,204.36,1
"5AcM1taIUkNCSNBkZSOX","James Hodge",2005,"After view let","stem",8,90.95,1
"kSlD3eHIT5g5JVFT11Xy","Abigail Green",2004,"Class half","non-fiction",5,259.07,3
"hJbO8DmfEHUE2XThkPNZ","Tammy Leach",2020,"Piece shake early","stem",18,66.91,4
